module_name,dep_module_name,object_used
canopyfluxesmod,shr_kind_mod,shr_kind_r8
canopyfluxesmod,elm_varctl,use_c13
canopyfluxesmod,elm_varctl,use_lch4
canopyfluxesmod,elm_varctl,use_cn
canopyfluxesmod,elm_varctl,use_fates
canopyfluxesmod,elm_varctl,iulog
canopyfluxesmod,elm_varctl,use_c14
canopyfluxesmod,elm_varctl,use_hydrstress
canopyfluxesmod,elm_varpar,nlevgrnd
canopyfluxesmod,elm_varpar,nlevsno
canopyfluxesmod,elm_varcon,alpha_aero
canopyfluxesmod,elm_varcon,csoilc
canopyfluxesmod,elm_varcon,c14ratio
canopyfluxesmod,elm_varcon,namep
canopyfluxesmod,elm_varcon,tfrz
canopyfluxesmod,elm_varcon,denh2o
canopyfluxesmod,elm_varcon,tlsai_crit
canopyfluxesmod,elm_varcon,vkc
canopyfluxesmod,elm_varcon,grav
canopyfluxesmod,elm_varcon,cpair
canopyfluxesmod,elm_varcon,degpsec
canopyfluxesmod,elm_varcon,denice
canopyfluxesmod,elm_varcon,isecspday
canopyfluxesmod,elm_varcon,hvap
canopyfluxesmod,elm_varcon,sb
canopyfluxesmod,pftvarcon,irrigated
canopyfluxesmod,pftvarcon,nfixer
canopyfluxesmod,pftvarcon,crop
canopyfluxesmod,decompmod,bounds_type
canopyfluxesmod,photosynthesismod,photosynthesis
canopyfluxesmod,photosynthesismod,fractionation
canopyfluxesmod,photosynthesismod,photosynthesistotal
canopyfluxesmod,photosynthesismod,photosynthesishydraulicstress
canopyfluxesmod,soilmoiststressmod,set_perchroot_opt
canopyfluxesmod,soilmoiststressmod,calc_volumetric_h2oliq
canopyfluxesmod,soilmoiststressmod,calc_root_moist_stress
canopyfluxesmod,soilmoiststressmod,calc_effective_soilporosity
canopyfluxesmod,surfaceresistancemod,do_soilevap_beta
canopyfluxesmod,surfaceresistancemod,getlblcef
canopyfluxesmod,vegetationpropertiestype,veg_vp
canopyfluxesmod,atm2lndtype,atm2lnd_type
canopyfluxesmod,canopystatetype,perchroot
canopyfluxesmod,canopystatetype,perchroot_alt
canopyfluxesmod,canopystatetype,canopystate_type
canopyfluxesmod,cnstatetype,cnstate_type
canopyfluxesmod,energyfluxtype,energyflux_type
canopyfluxesmod,frictionvelocitytype,frictionvel_type
canopyfluxesmod,soilstatetype,soilstate_type
canopyfluxesmod,solarabsorbedtype,solarabs_type
canopyfluxesmod,surfacealbedotype,surfalb_type
canopyfluxesmod,ch4mod,ch4_type
canopyfluxesmod,photosynthesistype,photosyns_vars_timestepinit
canopyfluxesmod,photosynthesistype,photosyns_type
canopyfluxesmod,gridcelltype,grc_pp
canopyfluxesmod,topounitdatatype,top_as
canopyfluxesmod,topounitdatatype,top_af
canopyfluxesmod,columntype,col_pp
canopyfluxesmod,columndatatype,col_ws
canopyfluxesmod,columndatatype,col_es
canopyfluxesmod,columndatatype,col_ef
canopyfluxesmod,vegetationtype,veg_pp
canopyfluxesmod,vegetationdatatype,veg_wf
canopyfluxesmod,vegetationdatatype,veg_es
canopyfluxesmod,vegetationdatatype,veg_ws
canopyfluxesmod,vegetationdatatype,veg_ef
canopyfluxesmod,timeinfomod,all
canopyfluxesmod,shr_const_mod,shr_const_tkfrz
canopyfluxesmod,shr_const_mod,shr_const_rgas
canopyfluxesmod,shr_flux_mod,shr_flux_update_stress
canopyfluxesmod,elm_varsur,firrig
canopyfluxesmod,topounittype,top_pp
canopyfluxesmod,qsatmod,qsat
canopyfluxesmod,frictionvelocitymod,implicit_stress
canopyfluxesmod,frictionvelocitymod,frictionvelocity
canopyfluxesmod,frictionvelocitymod,force_land_gustiness
canopyfluxesmod,frictionvelocitymod,atm_gustiness
canopyfluxesmod,frictionvelocitymod,moninobukini
canopyfluxesmod,soilwaterretentioncurvemod,soil_water_retention_curve_type
elm_varctl,shr_kind_mod,shr_kind_r8
elm_varctl,shr_kind_mod,shr_kind_cl
elm_varctl,shr_kind_mod,shr_kind_cs
elm_varpar,shr_kind_mod,shr_kind_r8
elm_varpar,elm_varctl,use_c13
elm_varpar,elm_varctl,use_vertsoilc
elm_varpar,elm_varctl,use_extrasnowlayers
elm_varpar,elm_varctl,use_betr
elm_varpar,elm_varctl,create_crop_landunit
elm_varpar,elm_varctl,use_fates
elm_varpar,elm_varctl,use_extralakelayers
elm_varpar,elm_varctl,irrigate
elm_varpar,elm_varctl,iulog
elm_varpar,elm_varctl,use_century_decomp
elm_varpar,elm_varctl,use_c14
elm_varpar,elm_varctl,use_vichydro
elm_varpar,elm_varctl,use_crop
elm_varcon,shr_kind_mod,shr_kind_r8
elm_varcon,shr_const_mod,shr_const_tkfrz
elm_varcon,shr_const_mod,shr_const_latvap
elm_varcon,shr_const_mod,shr_const_cpfw
elm_varcon,shr_const_mod,shr_const_rhofw
elm_varcon,shr_const_mod,shr_const_rdair
elm_varcon,shr_const_mod,shr_const_rgas
elm_varcon,shr_const_mod,shr_const_cday
elm_varcon,shr_const_mod,shr_const_rearth
elm_varcon,shr_const_mod,shr_const_pi
elm_varcon,shr_const_mod,shr_const_cpdair
elm_varcon,shr_const_mod,shr_const_g
elm_varcon,shr_const_mod,shr_const_latice
elm_varcon,shr_const_mod,shr_const_karman
elm_varcon,shr_const_mod,shr_const_latsub
elm_varcon,shr_const_mod,shr_const_stebol
elm_varcon,shr_const_mod,shr_const_cpice
elm_varcon,shr_const_mod,shr_const_rhoice
elm_varcon,shr_const_mod,shr_const_rwv
elm_varcon,shr_const_mod,shr_const_pdb
elm_varcon,elm_varpar,ngases
elm_varcon,elm_varpar,nlevgrnd
elm_varcon,elm_varpar,numrad
elm_varcon,elm_varpar,nlevsoifl
elm_varcon,elm_varpar,nlevlak
elm_varcon,elm_varpar,nlevdecomp_full
elm_varcon,elm_varpar,nlayer
elm_varcon,elm_varctl,use_extrasnowlayers
pftvarcon,shr_kind_mod,shr_kind_r8
pftvarcon,elm_varpar,cft_lb
pftvarcon,elm_varpar,nlevdecomp_full
pftvarcon,elm_varpar,cft_size
pftvarcon,elm_varpar,numcft
pftvarcon,elm_varpar,surfpft_size
pftvarcon,elm_varpar,max_patch_per_col
pftvarcon,elm_varpar,surfpft_lb
pftvarcon,elm_varpar,numrad
pftvarcon,elm_varpar,inir
pftvarcon,elm_varpar,crop_prog
pftvarcon,elm_varpar,mxpft
pftvarcon,elm_varpar,natpft_lb
pftvarcon,elm_varpar,nsoilorder
pftvarcon,elm_varpar,numpft
pftvarcon,elm_varpar,cft_ub
pftvarcon,elm_varpar,ivis
pftvarcon,elm_varpar,maxpatch_pft
pftvarcon,elm_varpar,mxpft_nc
pftvarcon,elm_varpar,natpft_ub
pftvarcon,elm_varpar,surfpft_ub
pftvarcon,elm_varpar,maxpatch_urb
pftvarcon,elm_varpar,natpft_size
pftvarcon,elm_varctl,use_vertsoilc
pftvarcon,elm_varctl,use_dynroot
pftvarcon,elm_varctl,create_crop_landunit
pftvarcon,elm_varctl,use_fates
pftvarcon,elm_varctl,nu_com
pftvarcon,elm_varctl,paramfile
pftvarcon,elm_varctl,iulog
pftvarcon,elm_varctl,use_crop
pftvarcon,elm_varcon,tfrz
decompmod,shr_kind_mod,shr_kind_r8
decompmod,elm_varctl,iulog
decompmod,elm_varcon,grlnd
decompmod,elm_varcon,nameg
decompmod,elm_varcon,namep
decompmod,elm_varcon,namet
decompmod,elm_varcon,namec
decompmod,elm_varcon,namel
decompmod,elm_varcon,namecohort
decompmod,domainmod,ldomain
domainmod,shr_kind_mod,shr_kind_r8
domainmod,elm_varctl,iulog
photosynthesismod,shr_kind_mod,shr_kind_r8
photosynthesismod,elm_varctl,use_c13
photosynthesismod,elm_varctl,use_cn
photosynthesismod,elm_varctl,use_fates
photosynthesismod,elm_varctl,carbonphosphorus_only
photosynthesismod,elm_varctl,carbonnitrogen_only
photosynthesismod,elm_varctl,iulog
photosynthesismod,elm_varctl,carbon_only
photosynthesismod,elm_varctl,use_c14
photosynthesismod,elm_varctl,use_hydrstress
photosynthesismod,elm_varpar,nvegwcs
photosynthesismod,elm_varpar,nlevcan
photosynthesismod,elm_varpar,mxpft_nc
photosynthesismod,elm_varpar,mxpft
photosynthesismod,elm_varpar,nlevsoi
photosynthesismod,elm_varcon,namep
photosynthesismod,elm_varcon,tfrz
photosynthesismod,elm_varcon,rpi
photosynthesismod,elm_varcon,rgas
photosynthesismod,elm_varcon,spval
photosynthesismod,decompmod,bounds_type
photosynthesismod,quadraticmod,quadratic
photosynthesismod,vegetationpropertiestype,veg_vp
photosynthesismod,atm2lndtype,atm2lnd_type
photosynthesismod,cnstatetype,cnstate_type
photosynthesismod,canopystatetype,canopystate_type
photosynthesismod,solarabsorbedtype,solarabs_type
photosynthesismod,surfacealbedotype,surfalb_type
photosynthesismod,photosynthesistype,photosyns_type
photosynthesismod,vegetationtype,veg_pp
photosynthesismod,allocationmod,nu_com_leaf_physiology
photosynthesismod,pftvarcon,vcmax_np2
photosynthesismod,pftvarcon,jmax_np1
photosynthesismod,pftvarcon,jmax_np2
photosynthesismod,pftvarcon,vcmax_np4
photosynthesismod,pftvarcon,noveg
photosynthesismod,pftvarcon,vcmax_np1
photosynthesismod,pftvarcon,jmax_np3
photosynthesismod,pftvarcon,vcmax_np3
photosynthesismod,sharedparamsmod,paramsshareinst
photosynthesismod,topounitdatatype,top_as
photosynthesismod,vegetationdatatype,veg_wf
photosynthesismod,vegetationdatatype,veg_es
photosynthesismod,vegetationdatatype,veg_ps
photosynthesismod,vegetationdatatype,veg_ns
photosynthesismod,vegetationdatatype,veg_ws
photosynthesismod,columndatatype,col_es
photosynthesismod,columndatatype,col_ws
photosynthesismod,columndatatype,col_wf
photosynthesismod,soilstatetype,soilstate_type
photosynthesismod,columntype,col_pp
photosynthesismod,simplemathmod,matvec_acc
quadraticmod,shr_kind_mod,shr_kind_r8
quadraticmod,elm_varctl,iulog
allocationmod,shr_kind_mod,shr_kind_r8
allocationmod,elm_varcon,zisoi
allocationmod,elm_varcon,secspday
allocationmod,elm_varcon,dzsoi_decomp
allocationmod,elm_varcon,nitrif_n2o_loss_frac
allocationmod,elm_varcon,spval
allocationmod,elm_varctl,use_elm_interface
allocationmod,elm_varctl,use_c13
allocationmod,elm_varctl,spinup_state
allocationmod,elm_varctl,use_elm_bgc
allocationmod,elm_varctl,use_fates
allocationmod,elm_varctl,pf_cmode
allocationmod,elm_varctl,nu_com
allocationmod,elm_varctl,carbon_only
allocationmod,elm_varctl,carbonphosphorus_only
allocationmod,elm_varctl,nyears_ad_carbon_only
allocationmod,elm_varctl,carbonnitrogen_only
allocationmod,elm_varctl,iulog
allocationmod,elm_varctl,use_c14
allocationmod,elm_varctl,nfix_ptase_plant
allocationmod,elm_varctl,use_pflotran
allocationmod,decompmod,bounds_type
allocationmod,subgridavemod,p2c
allocationmod,canopystatetype,canopystate_type
allocationmod,cnstatetype,cnstate_type
allocationmod,photosynthesistype,photosyns_type
allocationmod,croptype,crop_type
allocationmod,vegetationpropertiestype,veg_vp
allocationmod,landunittype,lun_pp
allocationmod,columntype,col_pp
allocationmod,columndatatype,col_nf
allocationmod,columndatatype,c14_col_cf
allocationmod,columndatatype,c13_col_cf
allocationmod,columndatatype,col_cf
allocationmod,columndatatype,col_pf
allocationmod,columndatatype,col_ps
allocationmod,columndatatype,col_ws
allocationmod,columndatatype,col_ns
allocationmod,vegetationtype,veg_pp
allocationmod,vegetationdatatype,veg_cs
allocationmod,vegetationdatatype,veg_nf
allocationmod,vegetationdatatype,c13_veg_cf
allocationmod,vegetationdatatype,veg_pf
allocationmod,vegetationdatatype,veg_cf
allocationmod,vegetationdatatype,c14_veg_cf
allocationmod,vegetationdatatype,veg_ps
allocationmod,vegetationdatatype,veg_ns
allocationmod,soilstatetype,soilstate_type
allocationmod,elm_varpar,ndecomp_cascade_transitions
allocationmod,elm_varpar,crop_prog
allocationmod,elm_varpar,nlevdecomp
allocationmod,pftvarcon,astemf
allocationmod,pftvarcon,percrop
allocationmod,pftvarcon,declfact
allocationmod,pftvarcon,laimax
allocationmod,pftvarcon,grpnow
allocationmod,pftvarcon,grperc
allocationmod,pftvarcon,iscft
allocationmod,pftvarcon,bfact
allocationmod,pftvarcon,npcropmin
allocationmod,pftvarcon,arooti
allocationmod,pftvarcon,allconsl
allocationmod,pftvarcon,allconss
allocationmod,pftvarcon,noveg
allocationmod,pftvarcon,arootf
allocationmod,pftvarcon,nsoybean
allocationmod,pftvarcon,aleaff
allocationmod,pftvarcon,fleafi
subgridavemod,shr_kind_mod,shr_kind_r8
subgridavemod,column_varcon,icol_road_perv
subgridavemod,column_varcon,icol_shadewall
subgridavemod,column_varcon,icol_roof
subgridavemod,column_varcon,icol_sunwall
subgridavemod,column_varcon,icol_road_imperv
subgridavemod,elm_varcon,grlnd
subgridavemod,elm_varcon,nameg
subgridavemod,elm_varcon,namep
subgridavemod,elm_varcon,namet
subgridavemod,elm_varcon,namec
subgridavemod,elm_varcon,spval
subgridavemod,elm_varcon,namel
subgridavemod,elm_varctl,iulog
subgridavemod,decompmod,bounds_type
subgridavemod,topounittype,top_pp
subgridavemod,landunittype,lun_pp
subgridavemod,columntype,column_physical_properties
subgridavemod,columntype,col_pp
subgridavemod,vegetationtype,veg_pp
subgridavemod,landunit_varcon,isturb_max
subgridavemod,landunit_varcon,isturb_min
subgridavemod,landunit_varcon,istice
subgridavemod,landunit_varcon,istsoil
subgridavemod,landunit_varcon,max_lunit
subgridavemod,landunit_varcon,istice_mec
subgridavemod,landunit_varcon,istcrop
subgridavemod,landunit_varcon,istdlak
column_varcon,landunit_varcon,isturb_min
column_varcon,landunit_varcon,istice_mec
column_varcon,landunit_varcon,istcrop
column_varcon,landunit_varcon,istsoil
column_varcon,elm_varpar,maxpatch_glcmec
croptype,shr_kind_mod,shr_kind_r8
croptype,decompmod,bounds_type
croptype,elm_varcon,spval
croptype,elm_varpar,crop_prog
croptype,elm_varctl,nsrbranch
croptype,elm_varctl,nsrstartup
croptype,elm_varctl,nsrest
croptype,elm_varctl,iulog
croptype,elm_varctl,use_crop
croptype,columndatatype,col_es
croptype,vegetationdatatype,veg_es
croptype,gridcelltype,grc_pp
croptype,landunittype,lun_pp
croptype,landunit_varcon,istcrop
croptype,vegetationtype,veg_pp
croptype,elm_varsur,fert_p_cft
croptype,elm_varsur,fert_cft
croptype,pftvarcon,mxtmp
croptype,pftvarcon,baset
croptype,pftvarcon,nwcereal
croptype,pftvarcon,iscft
croptype,pftvarcon,nwcerealirrig
croptype,shr_const_mod,shr_const_cday
croptype,shr_const_mod,shr_const_tkfrz
croptype,columntype,col_pp
landunittype,shr_kind_mod,shr_kind_r8
landunittype,elm_varcon,ispval
landunittype,elm_varcon,spval
sharedparamsmod,shr_kind_mod,shr_kind_r8
simplemathmod,shr_kind_mod,shr_kind_r8
soilmoiststressmod,columndatatype,col_es
soilmoiststressmod,columndatatype,col_ws
soilmoiststressmod,shr_kind_mod,shr_kind_r8
soilmoiststressmod,decompmod,bounds_type
soilmoiststressmod,columntype,col_pp
soilmoiststressmod,elm_varcon,tfrz
soilmoiststressmod,canopystatetype,canopystate_type
soilmoiststressmod,energyfluxtype,energyflux_type
soilmoiststressmod,soilstatetype,soilstate_type
soilmoiststressmod,simplemathmod,array_normalization
soilmoiststressmod,vegetationtype,veg_pp
soilmoiststressmod,vegetationpropertiestype,veg_vp
soilmoiststressmod,elm_varctl,use_hydrstress
surfaceresistancemod,shr_kind_mod,shr_kind_r8
surfaceresistancemod,shr_const_mod,shr_const_tkfrz
surfaceresistancemod,shr_const_mod,shr_const_pi
surfaceresistancemod,elm_varctl,use_vsfm
surfaceresistancemod,elm_varctl,iulog
surfaceresistancemod,soilstatetype,soilstate_type
surfaceresistancemod,columndatatype,col_ws
surfaceresistancemod,decompmod,bounds_type
surfaceresistancemod,columntype,col_pp
surfaceresistancemod,landunittype,lun_pp
surfaceresistancemod,elm_varcon,denh2o
surfaceresistancemod,elm_varcon,vkc
surfaceresistancemod,elm_varcon,denice
surfaceresistancemod,landunit_varcon,istice
surfaceresistancemod,landunit_varcon,istwet
surfaceresistancemod,landunit_varcon,istsoil
surfaceresistancemod,landunit_varcon,istice_mec
surfaceresistancemod,landunit_varcon,istcrop
surfaceresistancemod,column_varcon,icol_road_perv
surfaceresistancemod,column_varcon,icol_shadewall
surfaceresistancemod,column_varcon,icol_roof
surfaceresistancemod,column_varcon,icol_sunwall
surfaceresistancemod,column_varcon,icol_road_imperv
vegetationpropertiestype,shr_kind_mod,shr_kind_r8
vegetationpropertiestype,elm_varpar,nsoilorder
vegetationpropertiestype,elm_varpar,numpft
vegetationpropertiestype,elm_varpar,nlevdecomp
vegetationpropertiestype,elm_varpar,numrad
vegetationpropertiestype,elm_varctl,nu_com
vegetationpropertiestype,elm_varcon,ispval
vegetationpropertiestype,elm_varcon,spval
vegetationpropertiestype,pftvarcon,graincn
vegetationpropertiestype,pftvarcon,deadwdcp
vegetationpropertiestype,pftvarcon,froot_long
vegetationpropertiestype,pftvarcon,theta_cj
vegetationpropertiestype,pftvarcon,bbbopt
vegetationpropertiestype,pftvarcon,frootcp
vegetationpropertiestype,pftvarcon,frootcn_obs
vegetationpropertiestype,pftvarcon,taus
vegetationpropertiestype,pftvarcon,ccost_ptase
vegetationpropertiestype,pftvarcon,dsladlai
vegetationpropertiestype,pftvarcon,km_ptase
vegetationpropertiestype,pftvarcon,smpso
vegetationpropertiestype,pftvarcon,bendresist
vegetationpropertiestype,pftvarcon,nstor
vegetationpropertiestype,pftvarcon,graincp
vegetationpropertiestype,pftvarcon,graminoid
vegetationpropertiestype,pftvarcon,lf_flab
vegetationpropertiestype,pftvarcon,manunitro
vegetationpropertiestype,pftvarcon,stem_leaf
vegetationpropertiestype,pftvarcon,act25
vegetationpropertiestype,pftvarcon,evergreen
vegetationpropertiestype,pftvarcon,deadwdcn_obs
vegetationpropertiestype,pftvarcon,lf_flig
vegetationpropertiestype,pftvarcon,fnitr
vegetationpropertiestype,pftvarcon,fcur
vegetationpropertiestype,pftvarcon,decompmicc_patch_vr
vegetationpropertiestype,pftvarcon,deadwdcp_obs
vegetationpropertiestype,pftvarcon,vmax_plant_p
vegetationpropertiestype,pftvarcon,s_vc
vegetationpropertiestype,pftvarcon,vmax_plant_no3
vegetationpropertiestype,pftvarcon,vmax_plant_nh4
vegetationpropertiestype,pftvarcon,needleleaf
vegetationpropertiestype,pftvarcon,vcmaxha
vegetationpropertiestype,pftvarcon,tpuhd
vegetationpropertiestype,pftvarcon,kcha
vegetationpropertiestype,pftvarcon,lflitcn
vegetationpropertiestype,pftvarcon,lmrse
vegetationpropertiestype,pftvarcon,alpha_nfix
vegetationpropertiestype,pftvarcon,flivewd
vegetationpropertiestype,pftvarcon,stress_decid
vegetationpropertiestype,pftvarcon,rhol
vegetationpropertiestype,pftvarcon,slatop
vegetationpropertiestype,pftvarcon,nsc_rtime
vegetationpropertiestype,pftvarcon,woody
vegetationpropertiestype,pftvarcon,km_decomp_p
vegetationpropertiestype,pftvarcon,tc_stress
vegetationpropertiestype,pftvarcon,vcmaxhd
vegetationpropertiestype,pftvarcon,km_nfix
vegetationpropertiestype,pftvarcon,km_decomp_no3
vegetationpropertiestype,pftvarcon,km_den
vegetationpropertiestype,pftvarcon,frootcp_obs
vegetationpropertiestype,pftvarcon,jmaxhd
vegetationpropertiestype,pftvarcon,jmaxha
vegetationpropertiestype,pftvarcon,livewdcp_obs
vegetationpropertiestype,pftvarcon,cpha
vegetationpropertiestype,pftvarcon,dleaf
vegetationpropertiestype,pftvarcon,c3psn
vegetationpropertiestype,pftvarcon,koha
vegetationpropertiestype,pftvarcon,ffrootcn
vegetationpropertiestype,pftvarcon,croot_stem
vegetationpropertiestype,pftvarcon,convfact
vegetationpropertiestype,pftvarcon,br_xr
vegetationpropertiestype,pftvarcon,vmax_nfix
vegetationpropertiestype,pftvarcon,iscft
vegetationpropertiestype,pftvarcon,leafcp
vegetationpropertiestype,pftvarcon,z0mr
vegetationpropertiestype,pftvarcon,ccost_nfix
vegetationpropertiestype,pftvarcon,xl
vegetationpropertiestype,pftvarcon,flnr
vegetationpropertiestype,pftvarcon,fr_flig
vegetationpropertiestype,pftvarcon,leafcn
vegetationpropertiestype,pftvarcon,livewdcn
vegetationpropertiestype,pftvarcon,leaf_long
vegetationpropertiestype,pftvarcon,leafcn_obs
vegetationpropertiestype,pftvarcon,climatezone
vegetationpropertiestype,pftvarcon,vegshape
vegetationpropertiestype,pftvarcon,pinit_beta2
vegetationpropertiestype,pftvarcon,froot_leaf
vegetationpropertiestype,pftvarcon,livewdcn_obs
vegetationpropertiestype,pftvarcon,km_nit
vegetationpropertiestype,pftvarcon,pinit_beta1
vegetationpropertiestype,pftvarcon,lamda_ptase
vegetationpropertiestype,pftvarcon,fnr
vegetationpropertiestype,pftvarcon,km_plant_p
vegetationpropertiestype,pftvarcon,km_plant_nh4
vegetationpropertiestype,pftvarcon,lflitcp
vegetationpropertiestype,pftvarcon,fyield
vegetationpropertiestype,pftvarcon,qe
vegetationpropertiestype,pftvarcon,presharv
vegetationpropertiestype,pftvarcon,km_minsurf_p_vr
vegetationpropertiestype,pftvarcon,nfixer
vegetationpropertiestype,pftvarcon,rhos
vegetationpropertiestype,pftvarcon,leafcp_obs
vegetationpropertiestype,pftvarcon,lmrhd
vegetationpropertiestype,pftvarcon,stocking
vegetationpropertiestype,pftvarcon,taper
vegetationpropertiestype,pftvarcon,km_plant_no3
vegetationpropertiestype,pftvarcon,lmrha
vegetationpropertiestype,pftvarcon,fleafcn
vegetationpropertiestype,pftvarcon,livewdcp
vegetationpropertiestype,pftvarcon,km_decomp_nh4
vegetationpropertiestype,pftvarcon,displar
vegetationpropertiestype,pftvarcon,fstemcn
vegetationpropertiestype,pftvarcon,alpha_ptase
vegetationpropertiestype,pftvarcon,smpsc
vegetationpropertiestype,pftvarcon,mbbopt
vegetationpropertiestype,pftvarcon,fr_flab
vegetationpropertiestype,pftvarcon,vmax_minsurf_p_vr
vegetationpropertiestype,pftvarcon,deadwdcn
vegetationpropertiestype,pftvarcon,lf_fcel
vegetationpropertiestype,pftvarcon,taul
vegetationpropertiestype,pftvarcon,vmax_ptase
vegetationpropertiestype,pftvarcon,i_vc
vegetationpropertiestype,pftvarcon,frootcn
vegetationpropertiestype,pftvarcon,season_decid
vegetationpropertiestype,pftvarcon,nonvascular
vegetationpropertiestype,pftvarcon,dwood
vegetationpropertiestype,pftvarcon,tpuha
vegetationpropertiestype,pftvarcon,fr_fcel
atm2lndtype,shr_kind_mod,shr_kind_r8
atm2lndtype,elm_varpar,nlevgrnd
atm2lndtype,elm_varpar,ndst
atm2lndtype,elm_varpar,numrad
atm2lndtype,elm_varcon,rair
atm2lndtype,elm_varcon,tfrz
atm2lndtype,elm_varcon,grav
atm2lndtype,elm_varcon,cpair
atm2lndtype,elm_varcon,hfus
atm2lndtype,elm_varcon,spval
atm2lndtype,elm_varctl,use_c13
atm2lndtype,elm_varctl,use_lch4
atm2lndtype,elm_varctl,use_cn
atm2lndtype,elm_varctl,use_fates
atm2lndtype,elm_varctl,use_fan
atm2lndtype,elm_varctl,iulog
atm2lndtype,decompmod,bounds_type
atm2lndtype,vegetationtype,veg_pp
canopystatetype,shr_kind_mod,shr_kind_r8
canopystatetype,decompmod,bounds_type
canopystatetype,landunit_varcon,istcrop
canopystatetype,landunit_varcon,istsoil
canopystatetype,elm_varcon,ispval
canopystatetype,elm_varcon,spval
canopystatetype,elm_varpar,nlevgrnd
canopystatetype,elm_varpar,nlevcan
canopystatetype,elm_varpar,nvegwcs
canopystatetype,elm_varctl,use_cn
canopystatetype,elm_varctl,use_fates
canopystatetype,elm_varctl,iulog
canopystatetype,elm_varctl,use_fates_sp
canopystatetype,elm_varctl,use_hydrstress
canopystatetype,landunittype,lun_pp
canopystatetype,columntype,col_pp
canopystatetype,vegetationtype,veg_pp
cnstatetype,shr_kind_mod,shr_kind_r8
cnstatetype,decompmod,bounds_type
cnstatetype,elm_varpar,nlevgrnd
cnstatetype,elm_varpar,nlevsno
cnstatetype,elm_varpar,ndecomp_cascade_transitions
cnstatetype,elm_varpar,nlevlak
cnstatetype,elm_varpar,nlevsoifl
cnstatetype,elm_varpar,nlevdecomp_full
cnstatetype,elm_varpar,more_vertlayers
cnstatetype,elm_varpar,crop_prog
cnstatetype,elm_varpar,nlevsoi
cnstatetype,elm_varpar,nlevdecomp
cnstatetype,elm_varcon,c14ratio
cnstatetype,elm_varcon,grlnd
cnstatetype,elm_varcon,ispval
cnstatetype,elm_varcon,spval
cnstatetype,landunit_varcon,istcrop
cnstatetype,landunit_varcon,istsoil
cnstatetype,elm_varctl,use_vertsoilc
cnstatetype,elm_varctl,use_cn
cnstatetype,elm_varctl,use_fates
cnstatetype,elm_varctl,forest_fert_exp
cnstatetype,elm_varctl,nu_com
cnstatetype,elm_varctl,nsrstartup
cnstatetype,elm_varctl,nsrest
cnstatetype,elm_varctl,fsurdat
cnstatetype,elm_varctl,iulog
cnstatetype,elm_varctl,use_c14
cnstatetype,elm_varctl,use_crop
cnstatetype,landunittype,lun_pp
cnstatetype,columntype,col_pp
cnstatetype,vegetationtype,veg_pp
cnstatetype,topounit_varcon,max_topounits
cnstatetype,gridcelltype,grc_pp
